logged_at_utc,submission_id,match,home_team,away_team,home_goals,away_goals,score,odds_decimal,bet_percentage
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,2,2,2-2,50,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,3,3,3-3,150,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,4,4,4-4,500,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,,,Other,6.75,35
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,0,1,0-1,44,1
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,0,2,0-2,110,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,1,2,1-2,55,2
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,0,3,0-3,450,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,1,3,1-3,180,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,2,3,2-3,130,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,0,4,0-4,500,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,1,4,1-4,500,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,2,4,2-4,500,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,3,4,3-4,500,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,0,5,0-5,500,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,1,5,1-5,500,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,2,5,2-5,500,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,3,5,3-5,500,0
2026-06-14T21:24:17+00:00,conversation-spain-cabo-verde-20260614,Spain vs Cabo Verde,Spain,Cabo Verde,4,5,4-5,500,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,1,0,1-0,5.60,7
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,2,0,2-0,6.00,14
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,2,1,2-1,7.50,17
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,3,0,3-0,9.50,14
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,3,1,3-1,11.50,13
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,3,2,3-2,27,1
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,4,0,4-0,19,7
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,4,1,4-1,24,2
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,4,2,4-2,48,1
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,4,3,4-3,100,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,5,0,5-0,46,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,5,1,5-1,50,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,5,2,5-2,80,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,5,3,5-3,200,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,5,4,5-4,500,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,0,0,0-0,8.50,12
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,1,1,1-1,6.25,11
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,2,2,2-2,15,2
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,3,3,3-3,60,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,4,4,4-4,300,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,,,Other,48,1
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,0,1,0-1,11,1
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,0,2,0-2,26,1
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,1,2,1-2,15,2
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,0,3,0-3,60,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,1,3,1-3,46,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,2,3,2-3,48,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,0,4,0-4,170,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,1,4,1-4,110,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,2,4,2-4,120,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,3,4,3-4,170,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,0,5,0-5,500,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,1,5,1-5,450,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,2,5,2-5,450,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,3,5,3-5,500,0
2026-06-14T21:26:09+00:00,conversation-belgium-egypt-20260614,Belgium vs Egypt,Belgium,Egypt,4,5,4-5,500,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,1,0,1-0,12,2
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,2,0,2-0,30,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,2,1,2-1,18,1
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,3,0,3-0,75,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,3,1,3-1,55,1
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,3,2,3-2,55,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,4,0,4-0,250,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,4,1,4-1,160,1
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,4,2,4-2,170,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,4,3,4-3,225,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,5,0,5-0,500,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,5,1,5-1,500,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,5,2,5-2,500,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,5,3,5-3,500,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,5,4,5-4,500,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,0,0,0-0,8.50,36
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,1,1,1-1,7.00,5
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,2,2,2-2,19,1
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,3,3,3-3,70,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,4,4,4-4,450,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,,,Other,44,1
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,0,1,0-1,5.10,9
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,0,2,0-2,5.50,18
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,1,2,1-2,7.50,13
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,0,3,0-3,8.00,3
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,1,3,1-3,11.50,5
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,2,3,2-3,30,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,0,4,0-4,16,1
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,1,4,1-4,23,1
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,2,4,2-4,50,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,3,4,3-4,120,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,0,5,0-5,38,1
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,1,5,1-5,50,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,2,5,2-5,85,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,3,5,3-5,225,0
2026-06-14T21:27:22+00:00,conversation-saudi-arabia-uruguay-20260614,Saudi Arabia vs Uruguay,Saudi Arabia,Uruguay,4,5,4-5,500,1
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,1,0,1-0,5.10,12
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,2,0,2-0,6.75,13
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,2,1,2-1,8.00,8
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,3,0,3-0,13,1
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,3,1,3-1,15,2
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,3,2,3-2,32,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,4,0,4-0,32,1
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,4,1,4-1,36,1
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,4,2,4-2,60,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,4,3,4-3,130,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,5,0,5-0,65,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,5,1,5-1,70,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,5,2,5-2,130,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,5,3,5-3,350,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,5,4,5-4,500,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,0,0,0-0,6.50,44
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,1,1,1-1,5.70,7
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,2,2,2-2,16,1
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,3,3,3-3,65,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,4,4,4-4,450,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,,,Other,80,1
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,0,1,0-1,8.00,2
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,0,2,0-2,18,1
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,1,2,1-2,13,2
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,0,3,0-3,50,2
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,1,3,1-3,38,1
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,2,3,2-3,48,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,0,4,0-4,120,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,1,4,1-4,95,1
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,2,4,2-4,120,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,3,4,3-4,190,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,0,5,0-5,450,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,1,5,1-5,350,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,2,5,2-5,450,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,3,5,3-5,500,0
2026-06-14T21:28:17+00:00,conversation-iran-new-zealand-20260614,Iran vs New Zealand,Iran,New Zealand,4,5,4-5,500,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,1,0,1-0,5.50,4
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,2,0,2-0,5.60,12
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,2,1,2-1,7.50,23
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,3,0,3-0,8.00,5
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,3,1,3-1,10.50,20
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,3,2,3-2,27,7
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,4,0,4-0,15,2
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,4,1,4-1,21,4
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,4,2,4-2,48,1
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,4,3,4-3,100,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,5,0,5-0,36,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,5,1,5-1,46,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,5,2,5-2,75,1
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,5,3,5-3,200,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,5,4,5-4,500,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,0,0,0-0,9.00,7
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,1,1,1-1,7.25,4
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,2,2,2-2,18,3
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,3,3,3-3,65,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,4,4,4-4,400,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,,,Other,38,1
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,0,1,0-1,13,2
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,0,2,0-2,32,1
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,1,2,1-2,18,5
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,0,3,0-3,70,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,1,3,1-3,55,1
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,2,3,2-3,55,2
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,0,4,0-4,250,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,1,4,1-4,150,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,2,4,2-4,150,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,3,4,3-4,200,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,0,5,0-5,500,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,1,5,1-5,450,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,2,5,2-5,450,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,3,5,3-5,500,0
2026-06-14T21:33:49+00:00,conversation-france-senegal-20260614,France vs Senegal,France,Senegal,4,5,4-5,500,0
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,0,0,0-0,20.75,2.3811
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,0,1,0-1,10.57,8.8949
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,0,2,0-2,5.5,19.2228
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,0,3,0-3,10.03,12.8989
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,0,4,0-4,20.38,6.9241
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,1,0,1-0,35.53,0.6183
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,1,1,1-1,16.98,1.7901
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,1,2,1-2,9.1,19.3694
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,1,3,1-3,14.91,8.2789
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,1,4,1-4,32.35,1.8174
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,2,0,2-0,105.94,0.2333
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,2,1,2-1,46.91,0.8781
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,2,2,2-2,52.85,0.7189
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,2,3,2-3,33.08,1.7768
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,2,4,2-4,53.25,0.7728
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,3,0,3-0,777.28,0.0389
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,3,1,3-1,312.77,0.0922
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,3,2,3-2,143.37,0.0958
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,3,3,3-3,157.56,0.0965
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,3,4,3-4,489.09,0.0841
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,4,0,4-0,4935.69,0.0067
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,4,1,4-1,1029.82,0.0133
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,4,2,4-2,1598.36,0.006
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,4,3,4-3,1929.51,0.005
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,4,4,4-4,3105.67,0.0122
2026-06-17T00:00:00+00:00,model-injected-iraq-norway-20260617,Iraq vs Norway,Iraq,Norway,,,Other,9.03,12.9737
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,1,0,1-0,5.50,5
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,2,0,2-0,5.50,17
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,2,1,2-1,7.75,15
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,3,0,3-0,7.75,6
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,3,1,3-1,11,11
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,3,2,3-2,29,3
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,4,0,4-0,14,1
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,4,1,4-1,20,3
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,4,2,4-2,48,2
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,4,3,4-3,110,0
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,5,0,5-0,32,0
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,5,1,5-1,44,1
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,5,2,5-2,75,1
2026-06-17T00:00:00+00:00,conversation-argentina-algeria-20260617,Argentina vs Algeria,Argentina,Algeria,5,3,5-3,200,0
